,product,year,anomaly_score,normalized_anomaly_score,num_edges
283,870321,2019,4.2246375,0.13532527,3744
284,870321,2017,2.171201,0.049722943,3645
285,870321,2020,2.5113034,0.064423345,3546
286,870321,2018,3.9807127,0.12791914,3807
287,870321,2021,2.3856325,0.061728805,3695
288,230230,2022,4.5763516,0.12478135,1025
289,230230,2019,1.100839,0.0035018262,1061
290,230230,2017,1.1733185,0.005074054,986
291,230230,2020,1.4560324,0.014862245,1049
292,230230,2018,1.2734718,0.008108452,1016
293,230230,2021,2.819664,0.060214814,1009
294,230250,2022,2.6442645,0.28068295,561
295,230250,2019,0.49262,-0.030411607,534
296,230250,2017,0.6747981,-0.010827373,500
297,230250,2020,0.4211175,-0.039257564,564
298,230250,2018,1.0051504,0.03436201,508
299,230250,2021,0.94957256,0.02192288,591
300,230210,2022,0.953521,-0.000926309,700
301,230210,2019,0.42597586,-0.012920524,650
302,230210,2017,0.25171253,-0.017248454,593
303,230210,2020,0.42645383,-0.012882218,672
304,230210,2018,0.513086,-0.010964257,591
305,230210,2021,0.85779804,-0.0030039104,676
306,282200,2022,0.74890524,-0.0043669273,676
307,282200,2019,1.4352365,0.008450912,658
308,282200,2017,12.072217,0.5329962,638
309,282200,2020,7.6567936,0.13735662,655
310,282200,2018,29.430801,0.80251986,694
311,282200,2021,14.908433,0.37371507,696
312,180100,2022,0.57500994,-0.028973682,1846
313,180100,2019,0.7449846,-0.016979128,1750
314,180100,2017,0.826526,-0.011125035,1641
315,180100,2020,0.69977075,-0.019465998,1715
316,180100,2018,0.715041,-0.019523209,1755
317,180100,2021,0.94812316,-0.0015187443,1898
318,100590,2022,3.2854848,0.08189732,2675
319,100590,2019,1.0786886,0.0031275076,2508
320,100590,2017,0.92792475,-0.0025600863,2383
321,100590,2020,1.0856411,0.0033947665,2535
322,100590,2018,1.3540614,0.013272767,2443
323,100590,2021,3.2467237,0.08819394,2699
324,100610,2022,2.7327287,0.063636295,1244
325,100610,2019,0.98309636,0.00015503023,1159
326,100610,2017,0.7130258,-0.010044531,1259
327,100610,2020,0.96837044,-0.0007935087,1255
328,100610,2018,0.9970637,0.00018314594,1251
329,100610,2021,3.2795677,0.08902535,1289
330,100620,2022,1.434109,0.02187778,2038
331,100620,2019,1.8181818,0.044618916,2160
332,100620,2017,1.5865318,0.031408064,2142
333,100620,2020,1.945369,0.047320236,2177
334,100620,2018,0.93435603,-0.0030411722,2118
335,100620,2021,1.1814431,0.0093149645,2193
336,100630,2022,1.606818,0.02302261,4149
337,100630,2019,1.3565695,0.013082235,4163
338,100630,2017,1.1079764,0.003831603,4073
339,100630,2020,1.2006915,0.007359202,4160
340,100630,2018,1.3253933,0.011582002,4107
341,100630,2021,1.2057438,0.0072582336,4252
342,100810,2022,0.729311,-0.013145611,968
343,100810,2019,0.62381494,-0.014239593,866
344,100810,2017,0.54428643,-0.019500615,854
345,100810,2020,1.0309831,0.010861053,913
346,100810,2018,0.7623164,-0.0034356927,883
347,100810,2021,0.709461,-0.011717466,961
348,100820,2022,1.495405,0.019488163,1354
349,100820,2019,3.174677,0.11867287,1295
350,100820,2017,0.95327467,-0.001997769,1220
351,100820,2020,2.0967813,0.041725677,1265
352,100820,2018,1.6301806,0.038193982,1168
353,100820,2021,1.274794,0.010371661,1353
354,100830,2022,1.4800766,0.034738664,498
355,100830,2019,0.58590806,-0.029104901,482
356,100830,2017,0.5098767,-0.035241876,474
357,100830,2020,0.7397095,-0.016843054,494
358,100830,2018,0.44075206,-0.040305,481
359,100830,2021,1.2875112,0.02226118,519
360,100890,2022,2.6216257,0.05595715,2304
361,100890,2019,0.7590979,-0.006457029,2285
362,100890,2017,0.7578093,-0.008440555,2135
363,100890,2020,1.8446963,0.028256837,2276
364,100890,2018,0.919638,-0.0018745782,2277
365,100890,2021,1.4968839,0.017476587,2353
366,110100,2022,2.3966594,0.047987536,3573
367,110100,2019,1.1022772,0.0036024004,3551
368,110100,2017,1.5258014,0.019585881,3617
369,110100,2020,1.1889795,0.0065393345,3526
370,110100,2018,1.2593074,0.009085011,3651
371,110100,2021,1.2882199,0.009980484,3633
372,110220,2022,3.1229196,0.055499863,2250
373,110220,2019,1.9385748,0.03287794,2098
374,110220,2017,2.4114726,0.059789684,2046
375,110220,2020,2.6972144,0.05435195,2186
376,110220,2018,3.3629267,0.089179486,2028
377,110220,2021,2.0675135,0.029533258,2334
378,110313,2022,1.4303242,0.032055885,1498
379,110313,2019,0.91762286,-0.0042850166,1454
380,110313,2017,1.4800966,0.0355542,1434
381,110313,2020,1.1013014,0.007389512,1481
382,110313,2018,0.9429606,-0.0033502865,1417
383,110313,2021,1.4605838,0.033865824,1491
384,120100,2022,3.3152792,0.056586828,2014
385,120100,2019,1.5939819,0.014465199,1843
386,120100,2017,2.2716925,0.035671037,1859
387,120100,2020,1.9347665,0.022916174,1899
388,120100,2018,2.8924682,0.052120723,1771
389,120100,2021,2.523071,0.037985116,2050
390,120210,2022,0.9850567,-8.836336e-05,994
391,120210,2019,0.98667014,-0.00010070918,980
392,120210,2017,0.9614663,-0.0009681213,964
393,120210,2020,6.981353,0.19373219,969
394,120210,2018,0.41626415,-0.018436382,959
395,120210,2021,1.1241758,0.0031629666,1052
396,120400,2022,2.2768564,0.05580738,1632
397,120400,2019,0.6588983,-0.013907833,1583
398,120400,2017,0.7022025,-0.01213619,1535
399,120400,2020,0.7515858,-0.009998412,1621
400,120400,2018,0.5929601,-0.016785627,1546
401,120400,2021,1.608062,0.026828563,1714
402,120510,2022,2.136344,0.07313095,790
403,120510,2019,0.5469257,-0.024457134,762
404,120510,2017,1.707614,0.04115489,777
405,120510,2020,0.89005274,-0.0039384714,760
406,120510,2018,2.0462186,0.06546539,752
407,120510,2021,1.5382171,0.032823578,780
408,120600,2022,4.6782827,0.29256657,2363
409,120600,2019,1.6663901,0.058390245,2342
410,120600,2017,1.3515632,0.030665632,2293
411,120600,2020,1.9852787,0.08809082,2372
412,120600,2018,1.7671993,0.06525262,2286
413,120600,2021,1.6662781,0.057320062,2474
414,120740,2022,1.5906825,0.022775725,2713
415,120740,2019,1.600956,0.021741454,2586
416,120740,2017,1.0135183,0.0008489852,2445
417,120740,2020,1.5823795,0.022258574,2692
418,120740,2018,1.3666973,0.012645114,2477
419,120740,2021,1.433665,0.01707064,2916
420,120910,2022,2.2078347,0.14852203,461
421,120910,2019,0.8526149,-0.009902631,499
422,120910,2017,1.582257,0.070296615,481
423,120910,2020,1.1053264,0.021997394,510
424,120910,2018,1.2794136,0.04097314,487
425,120910,2021,1.4792432,0.06462824,490
426,120923,2022,2.459905,0.103436865,589
427,120923,2019,1.1729368,0.014582393,599
428,120923,2017,1.7314793,0.06046434,539
429,120923,2020,1.4730401,0.039940882,576
430,120923,2018,1.7644155,0.063545175,553
431,120923,2021,3.316597,0.18549858,604
432,170199,2022,1.2718172,0.012237143,4246
433,170199,2019,0.4500003,-0.02395398,4277
434,170199,2017,0.9025926,-0.0040173028,4414
435,170199,2020,0.65785265,-0.014654334,4237
436,170199,2018,0.5725593,-0.018580899,4365
437,170199,2021,0.8674079,-0.0056219776,4349
438,170112,2022,0.044237174,-0.018061763,1005
439,170112,2019,0.053864855,-0.019262252,1017
440,170112,2017,0.06984905,-0.020510502,1000
441,170112,2020,0.06630587,-0.018328289,984
442,170112,2018,0.046751216,-0.020210024,1048
443,170112,2021,0.38830072,-0.01162956,1005
444,210320,2022,1.0649316,0.002131474,4263
445,210320,2019,0.8578402,-0.0038840175,4115
446,210320,2017,1.1156197,0.0037312247,3955
447,210320,2020,0.93632454,-0.0015884427,4186
448,210320,2018,0.9220212,-0.001831449,4004
449,210320,2021,0.9311918,-0.0016992354,4415
450,220300,2022,3.5332913,0.033045795,5138
451,220300,2019,2.6197448,0.025923753,5385
452,220300,2017,2.271299,0.026061848,5378
453,220300,2020,2.692804,0.025048723,5139
454,220300,2018,2.4576979,0.025771957,5364
455,220300,2021,3.189561,0.030805612,5291
456,520100,2022,2.3748145,0.048664045,1906
457,520100,2019,0.92737716,-0.0018445897,1820
458,520100,2017,0.67015225,-0.01006533,1843
459,520100,2020,1.2981387,0.0102142515,1717
460,520100,2018,0.8772561,-0.0034700986,1839
461,520100,2021,1.2900611,0.010216875,1912
462,510111,2022,1.3729613,0.016131004,467
463,510111,2019,1.2481829,0.010455074,506
464,510111,2017,2.006147,0.042415682,550
465,510111,2020,0.8067081,-0.0072337165,421
466,510111,2018,2.1528485,0.047098164,529
467,510111,2021,1.8115929,0.0336958,434
468,530310,2022,1.867083,0.054513063,517
469,530310,2019,1.0182027,0.004080097,530
470,530310,2017,0.70962805,-0.015905073,495
471,530310,2020,0.5721993,-0.025089864,470
472,530310,2018,1.0064113,0.0015407747,513
473,530310,2021,0.9945596,0.00030304547,576
474,500200,2022,1.2046578,0.020782782,261
475,500200,2019,0.49952066,-0.028737862,309
476,500200,2017,1.0245439,0.009581399,276
